ID	Gene names	Peptides	Exp_EB_rep1	Exp_EB_rep2	Exp_EB_rep3	Exp_ESC_rep1	Exp_ESC_rep2	Exp_ESC_rep3	Exp_hFF_rep1	Exp_hFF_rep2	Exp_hFF_rep3	Exp_iPSC_rep1	Exp_iPSC_rep2	Exp_iPSC_rep3	Exp_RKO_rep1	Exp_RKO_rep2	Exp_RKO_rep3	Sm_EB_rep1	Sm_EB_rep2	Sm_EB_rep3	Sm_ESC_rep1	Sm_ESC_rep2	Sm_ESC_rep3	Sm_hFF_rep1	Sm_hFF_rep2	Sm_hFF_rep3	Sm_iPSC_rep1	Sm_iPSC_rep2	Sm_iPSC_rep3	Sm_RKO_rep1	Sm_RKO_rep2	Sm_RKO_rep3
Q6ZT12	UBR3	13	0.097657494	0.499687351	0.502424543	-0.04518532	0.2020142	0.048053492	0.061238015	0.371092201	0.211801052	0.06770765	0.355737958	0.465932938	0.278650809	0.527638769	0.859594092	-0.892021957	-1.145775697	-1.426131381	-0.512501918	-0.896878258	-1.379437506	-0.866597204	-1.20777238	-1.976990923	-0.759467131	-1.245274196	-1.44808752	-1.514501138	-1.437678554	-1.70501385
Q6ZT21	TMPPE	2	0.095286745	-0.122781205	-0.021885057	0.437154236	-0.390276187	-0.366521972	0.175493542	-0.209089369	-0.31009011	0.520143476	-0.30144916	-0.169177386	-0.391182975	-0.441693788	-0.577102239	1.232267703	0.089777536	0.279670143	0.473796348	-0.057740222	-0.069328873	0.474889603	-0.206731134	-0.248153763	0.460787586	-0.204256087	-0.125965975	0.427886779	0.117522454	-0.092697779
Q6ZTI6	FAM101A	2	0.277194245	-0.070759855	0.127471563	0.251117553	0.51187352	0.27732618	-0.99136704	-0.518687526	-0.291899281	0.464355719	1.270928338	0.887733261	-0.691112093	-0.387411618	-0.219538502	-0.229439009	-0.018570446	-0.216317636	-0.506756404	0.074883386	-0.380513047	-0.64007703	0.25597004	-0.016397885	-0.609002821	-0.898307568	-0.890034037	-0.23563781	0.169361637	-0.031897358
Q6ZU35	KIAA1211	24	0.461841463	0.512958357	0.443148875	-0.715880859	-0.913568477	-0.651302587	-0.826135142	-1.570480052	-1.152871734	0.097732858	-0.101264923	-0.097278602	-0.31063083	-0.594998153	-0.381914196	0.876701437	0.59974666	0.540814761	0.409251449	0.066790812	0.251002708	0.460104701	0.047034815	0.085247886	0.575324308	0.709007087	0.553206771	0.465053863	0.307995669	0.24236287
Q6ZUJ8	PIK3AP1	4	-0.71708263	-0.542003446	-0.686100441	0.131150235	-0.18923309	0.249797958	-0.981369148	-0.758790249	-1.244453462	-0.691151341	-0.862010926	-0.330382513	1.575389448	1.14328626	2.228378125	-0.157916704	-0.655994457	-2.483277726	-0.436293661	-0.571406092	-0.622715318	0.201369035	0.19044317	0.254240231	-0.183210305	-0.407040455	-0.390964479	-1.960841252	-2.029472643	-1.265269258
Q6ZUM4	ARHGAP27	4	0.156038463	0.631881871	0.512765676	0.253732222	0.100157505	0.031877529	0.036680147	-0.153345774	-0.087500574	0.320613007	0.419055563	0.378656974	0.058937152	0.239914031	0.005137605	-0.484108349	-0.073673779	-0.277807067	-0.12413476	-0.160808596	-0.390856282	-0.240954073	-0.164786059	0.278705111	-0.498749265	-0.161631376	-0.393188947	-0.310346982	-0.131955558	-0.539111058
Q6ZV73	FGD6	12	0.445028685	0.646095774	0.944864412	0.4953884	0.834790388	0.797448124	-0.561481524	-0.99099904	-0.84733747	0.781490377	0.868174169	1.160458266	-0.851287819	-1.209119104	-1.095005932	-1.215038282	-1.771466727	-1.578467249	-1.218857662	-1.309366528	-1.613107633	-0.063607877	-0.84446702	-0.9986265	-1.356579928	-1.547918929	-1.616841514	-0.354458482	-0.364197499	-0.490008984
Q6ZVM7	TOM1L2	14	0.602068001	0.65720033	0.739609669	-0.987175152	-0.875833003	-1.107722825	1.022405616	1.004873348	1.005440136	-0.918405223	-0.992473154	-1.078713007	-0.490008751	-0.531205176	-0.691216274	-0.507040973	-0.411348912	-0.309908119	0.136780578	0.153113191	-0.048026477	-0.740425048	-0.768344751	-0.752917706	0.151204655	0.161894369	0.027115964	-0.231465257	-0.199906011	-0.459701713
Q6ZW49	PAXIP1	8	0.213615237	0.064150065	0.32346375	0.355455502	0.140957287	0.230409014	-0.453734565	-0.566705164	0.013425999	0.351290949	0.297376878	0.358143651	-0.003446113	-0.087558277	0.052876762	-0.061225393	-0.044813199	-0.078875381	0.085253801	0.187963021	-0.142085266	-0.163290738	-0.119492357	0.146148797	-0.11587831	-0.044640599	-0.203079438	-0.378167259	-0.563022343	-0.877257307
Q6ZWJ1	STXBP4	11	0.631954572	0.151678489	0.063865341	0.356210695	0.672131247	0.727486073	0.183681021	0.177708894	0.073287679	0.215215604	0.392326633	0.467430512	0.398832768	0.818745301	0.633436187	-0.418783912	-0.598322164	-1.211858601	-0.648391175	-0.80764287	-1.368685945	-0.091968912	-0.668272653	-1.188112972	-0.953105233	-1.177938701	-1.546527117	-1.469267668	-1.40632904	-1.711726165
Q6ZWT7	MBOAT2	5	0.346714086	0.174873252	-0.020124731	-0.512338387	-0.698740808	0.277009022	0.62356513	0.500484232	0.302295034	-0.56840039	-0.855109379	0.562321763	-0.007091258	-0.427722259	-0.368801557	0.486029052	-0.084024593	-0.249514391	0.003635656	-0.222566978	-0.388614689	0.274476608	0.109636517	0.186666203	-0.180325628	-0.498746838	-0.559892853	0.847258498	0.607965266	0.227968886
Q6ZXV5	TMTC3	18	0.491577386	0.714053645	0.722025197	0.472862161	0.451605824	0.443840241	0.193147755	0.235964524	0.333366992	0.631941137	0.571224865	0.757400952	-0.756552811	-1.039599754	-1.448715861	-1.258522657	-1.135873852	-1.236629453	-0.539998189	-0.434682109	-0.705677119	-0.915522638	-0.752784933	-0.844289143	-0.828323979	-0.716956293	-0.8699459	0.265112353	0.013302515	-0.487985987
Q709C8	VPS13C	53	0.344938865	0.488903857	0.440235377	-0.423796011	-0.554665662	-0.645655779	0.482178561	0.44750944	0.411857655	-0.471285963	-0.522489361	-0.605339751	0.370691973	0.256911559	0.232135397	-0.334457032	-0.309713166	-0.232698822	-0.197574694	-0.09382159	-0.134456798	-0.518497009	-0.358854873	-0.456815738	-0.264745113	-0.08396282	-0.288933564	-0.277576157	-0.185700846	-0.386355415
Q70CQ2	USP34	17	0.384362234	0.514492901	0.560002971	0.505670596	0.467627647	0.545304339	0.024704125	0.042462033	0.025410846	0.542518094	0.454377369	0.491319193	0.342483497	0.244243609	0.568282576	-1.072558187	-1.566817808	-1.270295931	-1.018913531	-1.274669901	-1.339329563	-0.997277552	-1.092481686	-1.235297018	-1.272240574	-1.218720688	-1.527516897	-1.103882865	-1.138171561	-1.236987763
Q70E73	RAPH1	15	0.225751145	0.196828802	0.185573479	-0.148977994	-0.181324074	-0.123898225	0.48685397	0.437272297	0.183923486	-0.008781432	-0.175873848	-0.061012708	-0.163772341	-0.446494064	-0.342114994	-0.075679078	-0.23912554	0.087141026	0.041084483	-0.226739764	-0.128847298	-0.246348183	-0.264514595	-0.358824993	-0.18921245	-0.12024448	-0.204700193	-0.136873037	-0.251336645	-0.075496527
Q70IA6	MOB2	2	-0.671663761	-0.117151061	0.110568857	-0.776172177	-0.386864331	-0.031215539	1.169884137	0.770164483	0.728486771	-0.915835724	-0.726393382	-0.139401519	-0.218933575	-0.233062863	0.516032027	-1.201775171	-1.633277122	-0.791882422	-1.460944502	2.325913579	-0.883795078	0.70577163	0.179296011	-0.528745022	-0.83112508	-0.650684193	-0.62273591	-1.718649947	-1.518526775	-0.860902704
Q70UQ0	IKBIP	19	-0.063624464	0.012120855	-0.016900038	-1.482524084	-1.448176356	-1.391342541	0.652082225	1.104966138	1.4004869	-1.31837112	-1.284566773	-1.161268629	-1.249759101	-0.676347009	-0.962544963	-0.324681475	0.565823775	-0.112202962	0.361587958	0.206494779	0.282361034	0.202923063	0.3391092	0.492831637	0.410839847	0.137776724	0.389737371	-0.209589909	0.419918374	0.159892594
Q70Z53	FRA10AC1	7	0.153698557	0.307892617	0.166929022	0.135705318	0.110397764	-0.036163882	0.115386531	-0.039180608	-0.212495462	0.580440999	0.347453968	0.212420251	1.138201332	0.633662212	0.903857236	-0.485833258	-1.235065394	-0.897672782	-0.311352711	-0.782590545	-0.543619902	-0.948153544	-1.38449772	-1.019372338	-0.770219806	-1.085289312	-0.981793846	-1.252388243	-1.514855607	-1.393792487
Q712K3	UBE2R2	9	0.044502146	-0.106501838	0.185692781	-0.301748063	-0.325241068	-0.331677645	-0.116979511	-0.150738466	0.04220438	-0.004839241	-0.092562759	0.020625313	0.272362683	0.210281343	0.250214247	-0.061817947	0.26109686	0.184482555	0.121328049	0.125804754	-0.008076854	0.031069288	0.070771395	0.071757696	0.042768916	0.015110026	-0.082810327	0.017613863	0.155425567	0.005741131
Q719H9	KCTD1	2	0.906507645	0.476104503	0.782687036	-1.08188914	-0.774003116	-0.71912069	-0.859267411	-0.652427416	-0.771843414	-0.345068881	-0.513715088	-0.58917498	-1.029606838	-0.777884763	-0.621187418	0.880242759	0.243468264	0.369487276	0.037152082	0.558209986	0.442736802	0.019875769	0.191278271	-0.196631517	0.085831617	0.310164314	0.635395366	0.071473354	0.521477917	0.314702904
Q71F56	MED13L	5	0.397430963	0.444643877	0.508425142	0.383530827	0.45645978	0.675992514	-0.220814258	-0.110278207	-0.492565393	-0.048263809	0.021784906	0.237355719	-0.436528398	-0.48920215	-0.284982795	-0.632887945	-1.021247027	-0.886179005	-0.620196666	-0.584871751	-0.636215092	-0.320279913	-0.234052237	-0.449255967	-0.452232515	-0.463898661	-0.54975348	-0.512420465	0.07419369	-0.539054927
Q71RC2	LARP4	19	-0.068371718	-0.024535294	0.086742369	0.900102893	0.762385911	0.841673395	-0.110287287	-0.101771545	0.099537398	0.795346744	0.742003269	0.75266736	-0.30618958	0.061597046	0.045693797	-0.895730106	-0.759362782	-0.815716431	-1.283090388	-1.087204907	-1.455536501	-1.265913829	-1.210073258	-1.278253665	-1.353679317	-1.151726154	-1.495562536	-1.115078508	-0.897829366	-0.819713103
Q71SY5	MED25	7	0.118232321	0.177425356	0.109076973	0.489698171	0.518331565	-0.181389566	-0.139323427	-0.33450893	0.010692162	0.359103731	0.271066839	-0.071169052	0.223965792	-0.22772286	-0.421183277	-0.751524596	-0.247589803	-0.423553423	-0.338921781	0.219825014	-0.803858333	-0.23698182	-0.014200416	0.198558136	-0.340731141	0.001652631	-0.636505558	-0.179204787	-0.18210222	-0.081342108
Q71U36	TUBA1A	37	-0.427693218	-0.474377088	-0.359969061	-0.909252302	-0.485671387	-0.348162079	0.200321509	0.318538231	0.38794282	-0.864212427	-0.58330826	-0.292386609	-0.710735637	1.18163189	-0.162609087	0.10377227	1.372574073	-0.1535694	0.176876666	0.596524116	0.184003587	0.128976978	0.117652592	-0.05020839	0.280030756	0.245900526	0.375326508	-0.934152158	-0.17177065	-0.398593582
Q71UI9;P0C0S5	H2AFV;H2AFZ	3	-0.211901302	0.040581202	0.392350027	0.141639941	0.39974474	0.752311315	-0.34263741	-0.13996088	0.054968531	0.305234317	0.687521624	0.953023663	0.056009477	0.021056922	0.180761294	-0.407891028	-0.718788697	-0.184481619	-0.421822586	-0.809219571	-0.564545711	0.046930451	-0.502445783	-0.188948654	-0.727207884	-0.862512196	-0.688995375	-0.700141672	-1.037969315	-0.381951994
Q71UM5	RPS27L	5	-0.532399814	-0.627313536	-0.401153275	-0.31897838	-0.30246366	0.048181086	-0.187036239	-0.442303532	0.320263107	-0.194080066	-0.002229316	0.202594339	-0.225564884	0.375432415	0.373130819	-0.053818165	-0.073314967	-0.127868932	-0.017952689	-0.158455715	0.034905619	0.207775811	0.055822139	0.315449889	-0.228092846	-0.316912433	-0.136502794	0.290397224	0.562741018	0.560972243
Q75N03	CBLL1	5	0.182758548	0.27979737	0.148336464	0.475514874	0.523200893	0.372504324	-0.478708032	-0.719475439	-0.727634068	0.307191322	0.447109535	0.229691096	0.42540677	0.314240863	0.393258165	-0.896465147	-0.926973036	-0.965316221	-0.755580254	-0.443191405	-0.863752455	-0.65167015	-0.434121203	-1.132703068	-0.825076625	-0.473366193	-1.041929015	-1.073321215	-1.052751927	-1.145579848
Q75N90	FBN3	6	0.61824444	0.273485686	0.387432743	-0.204246403	-0.931864419	-0.433045169	-0.857478107	-0.487173215	-1.660636545	0.219563495	-0.435075424	-0.044826719	-1.156295259	-0.773841829	-1.328991545	0.285015109	0.655217072	0.13105011	0.494527457	1.546997818	0.375618432	-0.213279126	1.128022869	-1.110938474	0.72240787	0.301424058	0.213899348	-0.233717306	0.381363404	-0.973626939
Q75QN2	INTS8	9	-0.070746208	0.001202406	0.249053092	0.344220669	0.324379441	0.342286085	-0.380249066	-0.113482137	-0.216147081	0.482630349	0.54518925	0.368727656	-0.151681432	0.211943421	0.5260942	-1.714746513	-1.463282336	-0.976688431	-1.633658592	-0.955766068	-0.959327784	-1.251977176	-0.035555975	-0.672537373	-1.709958079	-1.015467571	-1.161389588	-0.890860023	-0.415860325	-0.981277773
Q765P7	MTSS1L	12	0.143285839	0.113531786	0.206190551	-0.231347893	-0.370369748	-0.228941208	0.599157016	0.665525483	0.442218314	-0.798126312	-0.999097274	-0.555196587	-0.664586513	-0.671195081	-0.325852916	0.300540709	0.386329114	0.214456291	0.304959849	0.321833594	0.170206514	-8.04E-05	0.196525631	0.048137449	-0.081360678	-0.076669735	0.116935601	-0.133030073	-0.187566147	0.086679874
Q76FK4	NOL8	16	-0.077547924	0.138647608	0.073814457	0.240623618	0.446053064	0.584485519	-0.520161774	-0.3982453	-0.023881878	0.082026705	0.28840509	0.307552999	-0.214440592	0.69170065	0.010838358	-0.45444714	-0.571885722	-0.547016158	-0.14065901	-0.477203753	-0.154043019	-0.278343008	-0.331951014	-0.648876697	-4.16E-04	-0.530069551	-0.20613903	-0.738428523	-0.752049073	-1.190997899
Q76I76	SSH2	7	0.400339249	0.21103434	0.379243043	0.25210091	0.339642748	0.432497276	-0.133576126	-0.439512305	0.095191551	0.321292847	0.257556704	0.256732833	-0.039573166	-0.516180557	-0.203483046	-0.191137144	-0.264278082	-0.606714823	-0.497096457	-0.101299991	-0.45730214	-0.757747194	-0.564787137	-0.118992555	-0.681805075	0.370676379	-0.583770083	-0.620410349	-1.083404141	-0.32603651
Q7KYR7;Q8WVV5	BTN2A1;BTN2A2	5	0.029014142	-0.195952461	-0.467357468	0.091404349	0.311599471	-0.291518741	0.638691608	0.69414545	0.62185647	-0.214603427	-0.087909208	-0.434948245	-0.224772248	-0.475081831	-0.80780409	-0.109983384	-0.197850519	-0.383648012	-0.022858155	0.093208429	-0.149783403	-0.066987735	-0.127605281	-0.067055429	-0.271242315	-0.179464064	-0.150534818	-0.127214233	-0.261983724	-1.503704882
Q7KZ85	SUPT6H	72	0.144689679	0.189540434	0.201024794	0.577613723	0.449247531	0.50805862	-0.35322787	-0.413491254	-0.402166981	0.548503271	0.598819239	0.479713552	0.62090351	0.674268804	0.601861387	-0.859176098	-1.091087257	-0.914082113	-0.898552469	-1.057498985	-1.00862874	-0.729711941	-0.89817619	-0.850884968	-1.033838399	-1.115323799	-1.064189887	-1.305112119	-1.315767787	-1.269859613
Q7KZF4	SND1	63	0.467097665	0.355026134	0.429733074	0.572065629	0.639959849	0.692214015	0.530065346	0.519398041	0.566360014	0.550148014	0.568897801	0.688954642	0.027733948	0.38212013	0.359363365	-1.76575416	-1.622976725	-1.76982188	-1.866370897	-1.509433242	-1.606001201	-1.529618496	-1.499661018	-1.624895018	-1.816244604	-1.739230379	-1.762561339	-1.767721167	-1.504203815	-1.525823402
Q7KZI7	MARK2	8	0.301798356	0.872592652	0.722618123	0.266601873	0.754417732	0.34972592	-0.101292885	-0.046226377	0.11770655	0.462329567	0.910366276	0.697711128	-0.351659796	-0.409739724	-0.173518383	-0.989806161	-1.371742906	-1.723542684	-0.899411781	-1.064784562	-1.841311667	-0.578031494	-0.980527321	-1.490165807	-1.084012131	-1.567824322	-2.011946538	-1.309306705	-0.776713407	-1.147284835
Q7KZN9	COX15	2	-0.457121229	-0.196361712	-0.533408132	-0.280184866	-0.281820131	0.063320072	-0.463725981	-0.266709927	-0.438992617	0.06705981	-0.176583145	0.395752784	-0.18472941	-0.286581406	0.102620317	-0.144322227	0.09742005	0.007521146	0.070229939	-0.22645242	0.173333513	-0.161433963	-0.061665972	0.34206367	-0.128934929	-0.100783219	0.114593422	0.489159079	0.31205754	0.774433391
Q7L014	DDX46	64	0.315450243	0.268574051	0.271820756	0.793572414	0.707877256	0.710869977	-0.34352281	-0.343782822	-0.20390937	0.63259337	0.566127784	0.606983391	0.954695552	0.80645749	0.903891608	-1.465020669	-1.642855471	-1.77496516	-1.45754476	-1.564430774	-1.621957406	-1.339705665	-1.383764246	-1.26040034	-1.403913689	-1.504872445	-1.585320237	-2.213971415	-2.161694144	-2.156214236
Q7L099	RUFY3	14	0.600722279	0.600082381	0.517145115	-0.199169385	-0.047679079	-0.218510956	0.595875074	0.539704447	0.386495603	0.369859707	0.236687723	0.104134777	-0.75586359	-0.695085184	-0.420058554	-0.644823811	-0.763987814	-0.510971255	-0.13112203	-0.192922303	-0.208676829	-0.96598607	-0.81556507	-0.755366165	-0.232855381	-0.42681071	-0.521748583	-0.951144653	-0.259441496	0.089887655
Q7L0J3	SV2A	12	-0.539134143	-0.491409217	-0.457270114	0.287237131	0.458915738	0.437486971	-0.404474114	-0.463942589	-0.305411548	0.236910013	0.260072848	0.303773029	-1.079502107	-1.153717942	-1.414169798	0.441335026	0.356503156	0.296827408	0.550609257	0.704906535	0.692681774	0.114594809	0.198049083	0.126816218	0.579530307	0.798634152	0.68975676	0.247053227	0.039546311	-0.177729982
Q7L0Y3	TRMT10C	23	-0.251933393	-0.137852927	-0.154093435	0.721195197	0.606279868	0.742582706	-0.519229149	-0.64186443	-0.324598539	0.427589994	0.437131818	0.485597753	0.733876049	0.653967323	0.684932107	-1.151576276	-0.854822861	-1.071137699	-1.125710041	-1.111785387	-1.26568311	-0.511013556	-0.554177609	-0.610389724	-1.009509909	-1.063032776	-1.153371934	-0.465209485	-0.639297112	-0.598258722
Q7L190	DPPA4	8	-1.327316362	-0.981827115	-1.472704262	0.945270472	0.82739879	0.857899274	-1.523410904	-1.283020671	-2.438471173	1.380571703	1.191655104	1.189806538	-1.615852787	-1.242901587	-2.241700395	0.262792173	-0.106538745	-0.42474465	-0.143791185	-0.431212138	-0.055104799	0.073873831	-0.030260111	-1.475359912	-0.385493192	-0.500322591	-0.145247658	0.046861703	-0.317669766	-1.660442182
Q7L1Q6	BZW1	22	0.196073168	0.173509774	0.302656015	0.551067096	0.52159975	0.42470099	0.45892617	0.304831123	0.189781339	0.696097971	0.568900167	0.557181692	0.689795378	0.136319685	0.444668634	-1.135175963	-1.444738469	-1.205478674	-1.558352438	-1.452069287	-1.637336447	-1.492456196	-1.458752243	-1.553306509	-1.682091504	-1.553640459	-1.728954011	-1.238512169	-0.899009194	-1.237395713
Q7L1T6	CYB5R4	12	-0.006025515	-0.028045593	0.053527112	-0.36965722	-0.354846791	-0.361889015	0.029732349	0.106983228	0.09972228	-0.293101218	-0.304520791	-0.355004003	0.853087962	0.766499747	0.752342993	-0.415143693	-0.297391157	-0.437370905	-0.10419399	-0.212909359	-0.237504002	-0.356416736	-0.346308233	-0.40387643	-0.139238142	-0.048042743	-0.220038009	-0.155251983	-0.144596306	-0.228635112
Q7L1V2	MON1B	5	0.201284938	-0.086078	-0.60826464	0.164651452	0.208815439	-0.10353225	0.052723502	-0.27622312	-0.785344641	0.357405967	0.043841519	0.147708911	0.410707863	0.100242711	0.127931191	0.437908274	-0.137645684	-0.037888985	0.272517275	-0.074890885	0.161035858	0.386111233	-0.129069888	-0.529116234	0.303652467	0.199148802	0.780066416	0.241748888	-0.030044507	-0.381230442
Q7L1W4	LRRC8D	6	-0.898984015	-0.298802501	-0.526178451	0.054123603	-0.672704771	-0.561721961	0.035193525	-0.3699244	0.242218249	-0.004929088	-0.114792664	-0.083446788	-0.796172397	-0.005229522	-0.160989687	0.205047694	0.679749274	0.50677388	0.008076564	0.148735387	0.074854256	1.142146122	0.383680791	0.309697652	-0.435780675	-0.211837521	0.018191396	-0.352996825	0.300208919	-0.313244222
Q7L211	ABHD13	3	-0.030111604	-0.095734643	0.013887625	-0.00890685	-0.431758768	-0.115387626	-0.387964024	-0.303140674	-0.193753137	0.036713605	-0.262961729	0.109313098	0.135730981	0.35202819	-0.240980692	0.308984541	0.078171986	-0.081282774	0.39616641	0.466695694	0.150442215	-0.194964663	0.094112629	0.014989646	0.032455001	-0.003155615	-0.265652518	0.316078835	0.418603436	-0.287093027
Q7L273	KCTD9	8	-0.136496923	-0.069732509	0.068000431	-0.305540196	-0.158891692	-0.061590419	-0.022422966	0.282727868	0.043573551	-0.228779167	-0.104320382	-0.047744288	0.520785883	0.578816382	0.147855942	0.082882169	-0.2117053	0.361396449	0.012457781	0.018570133	0.022507065	-0.18843773	-0.030042334	-0.306910179	-0.23182976	4.22E-04	0.187965594	0.107955797	0.014106669	-0.127801854
Q7L2E3	DHX30	19	-0.403868159	0.214372287	-0.425187869	0.415573385	0.545083392	0.629790493	0.025998608	-0.365807879	0.155647979	0.378842937	0.421632136	0.555076965	-0.151388578	0.201531376	0.466416242	-0.46157162	-0.082877168	-0.42595645	-0.989702248	-0.808690226	-0.846388536	-0.551097293	-0.595931207	-0.622001219	-1.114406369	-0.898209208	-1.074913548	-0.855520338	-0.806952838	-0.638087919
Q7L2H7	EIF3M	15	-0.143901422	0.129367006	0.021808621	0.743892268	0.82947448	0.352018794	-0.039312922	-0.158516283	-0.324800465	0.537004894	0.596641698	0.458212824	0.562390596	-0.370801509	0.378885729	-0.340560169	-1.030225471	-0.627005761	-1.052451946	-1.483458281	-1.01271202	-0.690839887	-0.953136947	-0.95761967	-1.071493836	-1.099128225	-1.089175294	-0.21483948	-0.751525137	-0.394942447
Q7L2J0	MEPCE	16	-0.236021296	-0.19561254	-0.275632313	0.004365412	0.182545012	0.173940026	-0.391149169	-0.484259346	-0.372484354	0.039755485	0.10188959	0.127013124	1.475444204	1.543683692	1.597990652	-0.723039003	-0.981233258	-0.796516894	-0.929831705	-0.95074735	-0.967550875	-0.815325782	-1.076746472	-1.080285248	-1.054602527	-1.221361821	-1.246528451	-1.948575822	-2.019343161	-1.698531642
Q7L311	ARMCX2	9	0.062573941	0.087882057	-0.115777069	1.398814981	1.382114728	1.566391171	-0.167668313	-0.14393131	-0.036422006	0.53017064	0.495491048	0.522451913	-1.630253926	-1.142069428	-1.795873518	-0.524889591	-1.010849428	-1.266379911	-1.354276707	-1.703139712	-1.420787133	-1.158134423	-0.842217642	-1.15117947	-1.213914156	-1.111823059	-1.376348736	-0.451661407	0.618465673	-0.550052987
Q7L3B6	CDC37L1	9	-0.28652579	-0.081224056	-0.185911145	0.584690423	0.576648565	0.328326665	-0.0807961	-0.055789853	-0.154791045	0.529352374	0.690409561	0.286482106	0.460507778	0.452350922	0.264027693	-0.290541695	-0.241311653	-0.064319353	-0.58609668	-0.450472946	-0.512829924	-0.496897853	-0.793200748	-0.453515229	-0.648182616	-0.661249457	-0.637413574	-0.283570611	-0.487179244	-0.507548757
Q7L3T8	PARS2	10	0.110707431	0.149840046	0.24113402	-0.035859165	0.10148233	0.010614292	-0.685103645	-0.226826615	-0.194028747	-0.033186366	-0.0098599	0.058540642	-0.011423609	0.066543037	0.216482294	-0.435489806	-0.345558802	-0.311691442	-0.028941829	-0.117947557	-0.09766099	-0.223708012	0.122781513	0.185823146	0.063661436	3.61E-04	-0.072056361	-0.117564334	-0.030174208	-0.198865037
Q7L4E1	FAM73B	4	-0.257554374	-0.147222944	-0.078213101	0.043371161	-0.414259267	-0.099477135	-0.022013262	0.165150321	0.329624292	0.214608098	-0.477653352	-0.054417877	1.135565754	1.590069363	1.490731861	-0.526836097	-0.847091488	-0.403934266	-0.048449173	-0.857613234	-0.613800447	-0.990840224	-1.139134674	-1.038239704	-0.180682687	-0.9257715	-0.544479333	-2.156212032	-2.357123319	-1.80557123
Q7L4I2	RSRC2	11	-0.078618042	0.159085647	0.145563356	0.382185764	0.238921638	0.446273495	-0.682840152	-0.378692714	-0.657988121	0.526140408	0.377631148	0.419908101	-0.086610042	-0.531347284	-0.047285535	-0.083742922	-0.322050551	-0.21604789	-0.162864168	-0.118474258	-0.145373689	0.134505487	0.094172154	-0.049782796	-0.124724213	-0.023978733	-0.089409704	-0.164713946	-0.552352782	-0.416904653
Q7L523;Q5VZM2	RRAGA;RRAGB	9	-0.157581859	-0.092022021	-0.131012512	-0.423894214	-0.404014493	-0.631619907	0.553334776	0.450769972	0.400979562	-0.533051449	-0.679683512	-0.761472281	-0.115149991	-0.790299198	-0.507342113	0.48498351	0.245212035	0.474902922	0.359497408	0.366892045	0.357736962	0.44130415	0.337840084	0.424847459	0.410487288	0.527070624	0.392198396	0.645724674	0.484699151	0.476224815
Q7L576	CYFIP1	34	0.269084692	0.384909494	0.306197326	-0.317858145	-0.454881937	-0.443810317	0.657041904	0.564207803	0.371753951	0.065558729	-0.048679281	-0.15324191	0.409134323	0.405550395	0.176752513	0.006424372	-0.443755263	-0.376656294	-0.322755044	-0.24688326	-0.177468641	-0.656112112	-0.580913693	-0.795183394	-0.414908505	-0.371250416	-0.40973598	-0.484124622	-0.5874258	-0.61859668
Q7L592	NDUFAF7	16	-0.08443811	-0.067877618	0.002287066	0.893673955	0.781484863	0.752435155	-0.601634982	-0.832371904	-0.857287864	0.874540798	0.712228094	0.759435425	0.209667278	0.044292041	0.066433555	-0.65751284	-1.084044611	-1.059486092	-0.945510059	-1.175792959	-1.122490559	-0.219541437	-0.562420643	-0.562270382	-0.909237408	-0.928941744	-1.164272185	-0.676005973	-0.664008212	-1.01948678
Q7L5D6	GET4	9	0.11811885	0.381592091	0.309410718	0.426224618	0.398740829	0.124148737	0.227079205	-0.040291993	-0.1155822	0.633519378	0.507848835	0.407578487	0.653872681	0.470224579	0.735319937	-0.522575248	-1.063863574	-1.104703971	-0.700478228	-1.151856947	-1.117780474	-0.914342789	-1.291887354	-0.934437485	-1.018841203	-1.356107114	-1.41213982	-0.772103612	-1.076342999	-1.116343677
Q7L5N1	COPS6	10	-0.047165273	-0.200603911	0.009701815	-0.306506293	-0.476027401	-0.095245169	-0.457650132	-0.34500047	-0.169001652	-0.359701234	-0.07485862	0.203743624	0.09486731	0.678911374	0.351178311	-0.54075049	0.39632634	0.007010398	-0.029657241	0.121429709	0.114431379	0.187457817	0.272495802	0.040183524	0.062240368	-0.135776458	0.013188716	0.011114793	0.384717796	0.092321449
Q7L5N7	LPCAT2	10	1.564058899	1.725537473	1.635535137	-0.705883588	-0.720950009	-0.473482013	0.276000782	0.130606596	0.129079778	-0.766679442	-0.830185121	-0.51660103	0.123598226	-0.117300316	-0.091442891	-1.60647406	-2.285627652	-1.646385581	-0.510436341	-0.492807134	-0.40360147	-1.33736481	-1.42624857	-1.387887847	-0.618537798	-0.453115264	-0.359810908	-0.848984366	-0.96488198	-0.922123841
Q7L5Y1	ENOSF1	11	0.06974732	-0.012269179	0.071830895	-0.468394318	-0.5302402	-0.379161546	-0.078265503	0.090671627	-0.112930463	-0.338980317	-0.20069246	-0.273607198	0.352563571	0.217489147	0.423509399	0.152484706	0.002505481	-0.003463448	0.083406767	0.345470883	0.019380842	0.01678593	0.210600978	-0.013710721	0.120767442	0.191249537	-0.037597835	0.252919743	0.154789032	0.158519077
